SKU,Laboratorio,AnoMes,PecasVendidas,Danificado,Defeito,ErroOperacional,Excecao,ExcecaoDiamante,Garantia,NaoOrcado,ServicoDesfeito
27822,Salvador Shopping,2025-01,,,,,,,,,
27824,Salvador Shopping,2025-01,,,,,,,,,
27825,Salvador Shopping,2025-01,,,,,,,,,
27950,Salvador Shopping,2025-01,,,,,,,,,
27951,Salvador Shopping,2025-01,,,,,,,,,
28092,Salvador Shopping,2025-01,,,,,,,,,
4033,Salvador Shopping,2025-01,,,,,,,,,
4365,Salvador Shopping,2025-01,,,,,,,,,
4660,Salvador Shopping,2025-01,,,,,,,,,
8159,Salvador Shopping,2025-01,,,,,,,,,
21309,Salvador Shopping,2025-01,,,,,,,,,
21575,Salvador Shopping,2025-01,,,,,,,,,
21583,Salvador Shopping,2025-01,,,,,,,,,
21601,Salvador Shopping,2025-01,,,,,,,,,
23003,Salvador Shopping,2025-01,,,,,,,,,
23004,Salvador Shopping,2025-01,,,,,,,,,
23725,Salvador Shopping,2025-01,,,,,,,,,
23898,Salvador Shopping,2025-01,,,,,,,,,
23899,Salvador Shopping,2025-01,,,,,,,,,
23900,Salvador Shopping,2025-01,,,,,,,,,
23901,Salvador Shopping,2025-01,,,,,,,,,
23912,Salvador Shopping,2025-01,,,,,,,,,
23914,Salvador Shopping,2025-01,,,,,,,,,
23916,Salvador Shopping,2025-01,,,,,,,,,
23922,Salvador Shopping,2025-01,,,,,,,,,
23923,Salvador Shopping,2025-01,,,,,,,,,
23925,Salvador Shopping,2025-01,,,,,,,,,
23927,Salvador Shopping,2025-01,,,,,,,,,
23928,Salvador Shopping,2025-01,,,,,,,,,
23929,Salvador Shopping,2025-01,,,,,,,,,
23944,Salvador Shopping,2025-01,,,,,,,,,
23946,Salvador Shopping,2025-01,,,,,,,,,
23961,Salvador Shopping,2025-01,,,,,,,,,
23964,Salvador Shopping,2025-01,,,,,,,,,
23974,Salvador Shopping,2025-01,,,,,,,,,
23977,Salvador Shopping,2025-01,,,,,,,,,
23979,Salvador Shopping,2025-01,,,,,,,,,
23990,Salvador Shopping,2025-01,,,,,,,,,
23994,Salvador Shopping,2025-01,,,,,,,,,
24002,Salvador Shopping,2025-01,,,,,,,,,
24008,Salvador Shopping,2025-01,,,,,,,,,
24013,Salvador Shopping,2025-01,,,,,,,,,
24014,Salvador Shopping,2025-01,,,,,,,,,
24016,Salvador Shopping,2025-01,,,,,,,,,
24018,Salvador Shopping,2025-01,,,,,,,,,
24021,Salvador Shopping,2025-01,,,,,,,,,
24123,Salvador Shopping,2025-01,,,,,,,,,
24125,Salvador Shopping,2025-01,,,,,,,,,
24234,Salvador Shopping,2025-01,,,,,,,,,
24428,Salvador Shopping,2025-01,,,,,,,,,
24430,Salvador Shopping,2025-01,,,,,,,,,
24432,Salvador Shopping,2025-01,,,,,,,,,
24604,Salvador Shopping,2025-01,,,,,,,,,
24605,Salvador Shopping,2025-01,,,,,,,,,
24607,Salvador Shopping,2025-01,,,,,,,,,
24608,Salvador Shopping,2025-01,,,,,,,,,
24609,Salvador Shopping,2025-01,,,,,,,,,
24610,Salvador Shopping,2025-01,,,,,,,,,
24612,Salvador Shopping,2025-01,,,,,,,,,
24613,Salvador Shopping,2025-01,,,,,,,,,
24614,Salvador Shopping,2025-01,,,,,,,,,
24615,Salvador Shopping,2025-01,,,,,,,,,
24616,Salvador Shopping,2025-01,,,,,,,,,
24617,Salvador Shopping,2025-01,,,,,,,,,
24618,Salvador Shopping,2025-01,,,,,,,,,
24620,Salvador Shopping,2025-01,,,,,,,,,
24621,Salvador Shopping,2025-01,,,,,,,,,
24623,Salvador Shopping,2025-01,,,,,,,,,
24625,Salvador Shopping,2025-01,,,,,,,,,
24627,Salvador Shopping,2025-01,,,,,,,,,
24628,Salvador Shopping,2025-01,,,,,,,,,
24629,Salvador Shopping,2025-01,,,,,,,,,
24630,Salvador Shopping,2025-01,,,,,,,,,
24631,Salvador Shopping,2025-01,,,,,,,,,
24632,Salvador Shopping,2025-01,,,,,,,,,
24875,Salvador Shopping,2025-01,,,,,,,,,
24879,Salvador Shopping,2025-01,,,,,,,,,
24881,Salvador Shopping,2025-01,,,,,,,,,
24882,Salvador Shopping,2025-01,,,,,,,,,
24884,Salvador Shopping,2025-01,,,,,,,,,
24885,Salvador Shopping,2025-01,,,,,,,,,
25259,Salvador Shopping,2025-01,,,,,,,,,
25260,Salvador Shopping,2025-01,,,,,,,,,
25261,Salvador Shopping,2025-01,,,,,,,,,
25262,Salvador Shopping,2025-01,,,,,,,,,
25264,Salvador Shopping,2025-01,,,,,,,,,
25414,Salvador Shopping,2025-01,,,,,,,,,
25725,Salvador Shopping,2025-01,,,,,,,,,
25729,Salvador Shopping,2025-01,,,,,,,,,
25730,Salvador Shopping,2025-01,,,,,,,,,
25731,Salvador Shopping,2025-01,,,,,,,,,
25732,Salvador Shopping,2025-01,,,,,,,,,
25733,Salvador Shopping,2025-01,,,,,,,,,
25734,Salvador Shopping,2025-01,,,,,,,,,
25735,Salvador Shopping,2025-01,,,,,,,,,
25736,Salvador Shopping,2025-01,,,,,,,,,
25737,Salvador Shopping,2025-01,,,,,,,,,
25738,Salvador Shopping,2025-01,,,,,,,,,
25739,Salvador Shopping,2025-01,,,,,,,,,
25740,Salvador Shopping,2025-01,,,,,,,,,
25741,Salvador Shopping,2025-01,,,,,,,,,
25742,Salvador Shopping,2025-01,,,,,,,,,
25743,Salvador Shopping,2025-01,,,,,,,,,
25744,Salvador Shopping,2025-01,,,,,,,,,
25745,Salvador Shopping,2025-01,,,,,,,,,
25746,Salvador Shopping,2025-01,,,,,,,,,
25747,Salvador Shopping,2025-01,,,,,,,,,
25748,Salvador Shopping,2025-01,,,,,,,,,
25750,Salvador Shopping,2025-01,,,,,,,,,
26177,Salvador Shopping,2025-01,,,,,,,,,
26178,Salvador Shopping,2025-01,,,,,,,,,
26179,Salvador Shopping,2025-01,,,,,,,,,
26180,Salvador Shopping,2025-01,,,,,,,,,
26181,Salvador Shopping,2025-01,,,,,,,,,
26209,Salvador Shopping,2025-01,,,,,,,,,
26210,Salvador Shopping,2025-01,,,,,,,,,
26212,Salvador Shopping,2025-01,,,,,,,,,
26213,Salvador Shopping,2025-01,,,,,,,,,
26214,Salvador Shopping,2025-01,,,,,,,,,
26215,Salvador Shopping,2025-01,,,,,,,,,
26216,Salvador Shopping,2025-01,,,,,,,,,
26217,Salvador Shopping,2025-01,,,,,,,,,
26219,Salvador Shopping,2025-01,,,,,,,,,
26221,Salvador Shopping,2025-01,,,,,,,,,
26583,Salvador Shopping,2025-01,,,,,,,,,
26589,Salvador Shopping,2025-01,,,,,,,,,
26745,Salvador Shopping,2025-01,,,,,,,,,
26746,Salvador Shopping,2025-01,,,,,,,,,
26747,Salvador Shopping,2025-01,,,,,,,,,
26748,Salvador Shopping,2025-01,,,,,,,,,
26749,Salvador Shopping,2025-01,,,,,,,,,
26750,Salvador Shopping,2025-01,,,,,,,,,
26756,Salvador Shopping,2025-01,,,,,,,,,
26759,Salvador Shopping,2025-01,,,,,,,,,
26761,Salvador Shopping,2025-01,,,,,,,,,
26762,Salvador Shopping,2025-01,,,,,,,,,
27003,Salvador Shopping,2025-01,,,,,,,,,
27055,Salvador Shopping,2025-01,,,,,,,,,
27056,Salvador Shopping,2025-01,,,,,,,,,
27057,Salvador Shopping,2025-01,,,,,,,,,
27058,Salvador Shopping,2025-01,,,,,,,,,
27059,Salvador Shopping,2025-01,,,,,,,,,
27060,Salvador Shopping,2025-01,,,,,,,,,
27061,Salvador Shopping,2025-01,,,,,,,,,
27062,Salvador Shopping,2025-01,,,,,,,,,
27063,Salvador Shopping,2025-01,,,,,,,,,
27064,Salvador Shopping,2025-01,,,,,,,,,
27065,Salvador Shopping,2025-01,,,,,,,,,
27066,Salvador Shopping,2025-01,,,,,,,,,
27067,Salvador Shopping,2025-01,,,,,,,,,
27069,Salvador Shopping,2025-01,,,,,,,,,
27070,Salvador Shopping,2025-01,,,,,,,,,
27071,Salvador Shopping,2025-01,,,,,,,,,
27252,Salvador Shopping,2025-01,,,,,,,,,
27253,Salvador Shopping,2025-01,,,,,,,,,
27254,Salvador Shopping,2025-01,,,,,,,,,
27265,Salvador Shopping,2025-01,,,,,,,,,
27273,Salvador Shopping,2025-01,,,,,,,,,
27275,Salvador Shopping,2025-01,,,,,,,,,
27278,Salvador Shopping,2025-01,,,,,,,,,
27279,Salvador Shopping,2025-01,,,,,,,,,
27280,Salvador Shopping,2025-01,,,,,,,,,
27281,Salvador Shopping,2025-01,,,,,,,,,
27282,Salvador Shopping,2025-01,,,,,,,,,
27283,Salvador Shopping,2025-01,,,,,,,,,
27284,Salvador Shopping,2025-01,,,,,,,,,
27287,Salvador Shopping,2025-01,,,,,,,,,
27768,Salvador Shopping,2025-01,,,,,,,,,
27769,Salvador Shopping,2025-01,,,,,,,,,
27770,Salvador Shopping,2025-01,,,,,,,,,
27771,Salvador Shopping,2025-01,,,,,,,,,
27772,Salvador Shopping,2025-01,,,,,,,,,
27773,Salvador Shopping,2025-01,,,,,,,,,
27775,Salvador Shopping,2025-01,,,,,,,,,
27776,Salvador Shopping,2025-01,,,,,,,,,
27777,Salvador Shopping,2025-01,,,,,,,,,
27779,Salvador Shopping,2025-01,,,,,,,,,
27782,Salvador Shopping,2025-01,,,,,,,,,
27783,Salvador Shopping,2025-01,,,,,,,,,
27784,Salvador Shopping,2025-01,,,,,,,,,
27785,Salvador Shopping,2025-01,,,,,,,,,
3823,Salvador Shopping,2025-01,,,,,,,,,
4312,Salvador Shopping,2025-01,,,,,,,,,
5702,Salvador Shopping,2025-01,,,,,,,,,
23894,Salvador Shopping,2025-01,,,,,,,,,
23896,Salvador Shopping,2025-01,,,,,,,,,
23913,Salvador Shopping,2025-01,,,,,,,,,
23917,Salvador Shopping,2025-01,,,,,,,,,
23934,Salvador Shopping,2025-01,,,,,,,,,
23936,Salvador Shopping,2025-01,,,,,,,,,
23951,Salvador Shopping,2025-01,,,,,,,,,
23965,Salvador Shopping,2025-01,,,,,,,,,
23967,Salvador Shopping,2025-01,,,,,,,,,
23976,Salvador Shopping,2025-01,,,,,,,,,
23988,Salvador Shopping,2025-01,,,,,,,,,
24029,Salvador Shopping,2025-01,,,,,,,,,
24031,Salvador Shopping,2025-01,,,,,,,,,
24118,Salvador Shopping,2025-01,,,,,,,,,
24126,Salvador Shopping,2025-01,,,,,,,,,
24128,Salvador Shopping,2025-01,,,,,,,,,
24129,Salvador Shopping,2025-01,,,,,,,,,
24131,Salvador Shopping,2025-01,,,,,,,,,
24136,Salvador Shopping,2025-01,,,,,,,,,
24137,Salvador Shopping,2025-01,,,,,,,,,
24140,Salvador Shopping,2025-01,,,,,,,,,
24159,Salvador Shopping,2025-01,,,,,,,,,
24164,Salvador Shopping,2025-01,,,,,,,,,
24165,Salvador Shopping,2025-01,,,,,,,,,
24172,Salvador Shopping,2025-01,,,,,,,,,
24173,Salvador Shopping,2025-01,,,,,,,,,
24344,Salvador Shopping,2025-01,,,,,,,,,
24415,Salvador Shopping,2025-01,,,,,,,,,
24416,Salvador Shopping,2025-01,,,,,,,,,
24417,Salvador Shopping,2025-01,,,,,,,,,
24447,Salvador Shopping,2025-01,,,,,,,,,
24586,Salvador Shopping,2025-01,,,,,,,,,
24587,Salvador Shopping,2025-01,,,,,,,,,
24588,Salvador Shopping,2025-01,,,,,,,,,
24589,Salvador Shopping,2025-01,,,,,,,,,
24590,Salvador Shopping,2025-01,,,,,,,,,
24592,Salvador Shopping,2025-01,,,,,,,,,
24593,Salvador Shopping,2025-01,,,,,,,,,
24594,Salvador Shopping,2025-01,,,,,,,,,
24595,Salvador Shopping,2025-01,,,,,,,,,
24690,Salvador Shopping,2025-01,,,,,,,,,
24693,Salvador Shopping,2025-01,,,,,,,,,
25416,Salvador Shopping,2025-01,,,,,,,,,
25424,Salvador Shopping,2025-01,,,,,,,1,,
25426,Salvador Shopping,2025-01,,,,,,,,,
25432,Salvador Shopping,2025-01,,,,,,,,,
25433,Salvador Shopping,2025-01,,,,,,,,,
25434,Salvador Shopping,2025-01,,,,,,,,,
25441,Salvador Shopping,2025-01,,,,,,,,,
25442,Salvador Shopping,2025-01,,,,,,,,,
25447,Salvador Shopping,2025-01,,,,,,,,,
25493,Salvador Shopping,2025-01,,,,,,,,,
25494,Salvador Shopping,2025-01,,,,,,,,,
25797,Salvador Shopping,2025-01,,,,,,,,,
25808,Salvador Shopping,2025-01,,,,,,,,,
25810,Salvador Shopping,2025-01,,,,,,,,,
25854,Salvador Shopping,2025-01,,,,,,,,,
25855,Salvador Shopping,2025-01,,,,,,,,,
25858,Salvador Shopping,2025-01,,,,,,,,,
26067,Salvador Shopping,2025-01,,,,,,,,,
26403,Salvador Shopping,2025-01,,,,,,,,,
26404,Salvador Shopping,2025-01,,,,,,,,,
26405,Salvador Shopping,2025-01,,,,,,,,,
26406,Salvador Shopping,2025-01,,,,,,,,,
26409,Salvador Shopping,2025-01,,,,,,,,,
26410,Salvador Shopping,2025-01,,,,,,,,,
26411,Salvador Shopping,2025-01,,,,,,,,,
26413,Salvador Shopping,2025-01,,,,,,,,,
26414,Salvador Shopping,2025-01,,,,,,,,,
26415,Salvador Shopping,2025-01,,,,,,,,,
27190,Salvador Shopping,2025-01,,,,,,,,,
27191,Salvador Shopping,2025-01,,,,,,,,,
27258,Salvador Shopping,2025-01,,,,,,,,,
27259,Salvador Shopping,2025-01,,,,,,,,,
27260,Salvador Shopping,2025-01,,,,,,,,,
27261,Salvador Shopping,2025-01,,,,,,,,,
27262,Salvador Shopping,2025-01,,,,,,,,,
27263,Salvador Shopping,2025-01,,,,,,,,,
27789,Salvador Shopping,2025-01,,,,,,,,,
27790,Salvador Shopping,2025-01,,,,,,,,,
27800,Salvador Shopping,2025-01,,,,,,,,,
27803,Salvador Shopping,2025-01,,,,,,,,,
28597,Salvador Shopping,2025-01,,,,,,,,,
4030,Salvador Shopping,2025-01,,,,,,,,,
23397,Salvador Shopping,2025-01,,,,,,,,,
24171,Salvador Shopping,2025-01,,,,,,,,,
24176,Salvador Shopping,2025-01,,,,,,,,,
24177,Salvador Shopping,2025-01,,,,,,,,,
2844,Salvador Shopping,2025-01,,,,,,,,,
888,Salvador Shopping,2025-01,,,,,,,,,
20720,Salvador Shopping,2025-01,,,,,,,,,
20721,Salvador Shopping,2025-01,,,,,,,,,
20990,Salvador Shopping,2025-01,,,,,,,,,
21299,Salvador Shopping,2025-01,,,,,,,,,
